Item UPC,Top 500,ID,UPC,Product ID,Sequence,Manufacturer,Distributor,Brand,Product Description,Product Size,Drug Interactions,Directions,Indications,Ingredients,Vitamin and Minerals,Low Fat,Low Sodium,Fat Free,Sugar Free,Good Source of Fiber,Vegan,Vegetarian,Lactose Fre,Flavor,Antibiotic Free,Temperature Indicator,Wheat Free,Gluten Free,Hormone Free,Natural,Nitrates Free,Nitrites Free,Organic,Peanut Free,Ready to Cook,Ready to Heat,Dairy Free,Egg Free,Kosher Codes,Recycle Codes,NDC Code,Country of Origin
038000844966,261,92727,00038000844966,1c5b4560-a216-11e2-b5fe-005056ab0051,1,Kellogg Company,Pringles Manufacturing Co.,Pringles,Pringles Original Potato Crisps,,,,,"Dried Potatoes, Vegetable Oil (contains one or more of the following: Corn Oil, Cottonseed Oil, Soybean Oil, and/or Sunflower Oil), Corn Flour, Wheat Starch, Maltodextrin, Salt, Rice Flour and Dextrose.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,Y,,USA
016000107106,262,33038,00016000107106,8a885f90-53fd-11e1-aec1-005056957023,1,"General Mills, Inc.","General Mills Sales, Inc.",Gold Medal,Gold Medal All-Purpose Flour,,,"Gold Medal® flour tips.
How to store flour.
Store flour in an airtight container in a cool, dry place. For longer storage, place bag in a food-storage plastic bag, seal tightly and refrigerate or freeze. Bring flour to room temperature before using.
How to measure flour.
Spoon flour into a dry measuring cup and level off with a knife. No sifting necessary.
How to substitute flour.
All-purpose flour can be used in recipes calling for self-rising flour. For each cup of flour in the recipe, add 1 1/2 teaspoons baking powder and 1/2 teaspoon salt.
Cups per pound.
There are 3 1/3 cups of flour per pound and about 6 2/3 cups per 2-lb bag.
Do not eat raw dough or batter.",,"Bleached Wheat Flour, Malted Barley Flour, Niacin (A B Vitamin), Iron, Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid (A B Vitamin).",,,,,,,,,,,,,,,,,,,,,,,,,1,,,
077644304320,264,79461,00077644304320,b9a0b100-2a81-11e2-97ea-005056ab0051,1,"LiDestri Foods, Inc",,Francesco Rinaldi,Francesco Rinaldi Marinara Traditional Pasta Sauce,,,"Refrigerate after opening.
To serve: heat sauce on stovetop or in microwave, stirring occasionally. Refrigerate immediately after opening.",,"Tomato Puree (Water, Tomato Paste, Citric Acid), Diced Tomatoes, Soybean Oil, Sugar, Salt, Dried Onions, Extra Virgin Olive Oil, Spices, Dried Garlic.",,,,,,,,,Y,,,Shelf Stable,,Y,,,,,,,,,,,1,,,
051000075468,265,57894,00051000075468,f3653480-744f-11e1-a5ca-005056ab0051,1,"Pepperidge Farm, Inc.",,Pepperidge Farm,Pepperidge Farm Garlic Bread Garlic,,,"Keep frozen until ready to use. Important: Remove bread from bag.
Conventional oven: 
1. Preheat oven to 400 degrees F.
2. Remove bread from bag.
3. Place frozen bread halves, cut-side up, on ungreased baking sheet. If bread halves are frozen together, carefully insert fork between halves to separate.
4. Place baking sheet on middle oven rack. Bake for 8 to 9 minutes or until heated through.
For soft center:
1. Preheat oven to 350 degrees F.
2. Wrap whole loaf in foil and place on baking sheet. Place baking sheet on middle oven rack.
3. Bake for 30 to 35 minutes or until heated through.
Do not microwave. Keep frozen until ready to use. Promptly freeze unused bread. Savor great baking.
First, the ingredients: robust, premium, select. Then, the preparation: skillful, patient, thoughtful. 
Add to that a decades-long commitment to baking at its finest and you have it, bread by Pepperidge Farm.
It gets better. If you and your family delight in the taste of aromatic, mouth-watering garlic, just wait until a loaf of our garlic bread graces your table; soft center, golden crust and all.
And better still, add real convenience to the mix-a must for busy lives and active families. In just moments, experience the warm, enveloping, aromatic bliss of fresh-baked bread emerging from your oven. Pepperidge Farm® garlic breads are the easy way to bring excitement to every meal and smiles to your dinner table.
Savor the taste. Savor the ease. Savor the delight.",,"Bread made from: Unbleached Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Water, contains 2 percent or less of: Yeast, Soybean Oil, Salt, Sugar, Yellow Corn Meal, Wheat Gluten, Enzymes, Malted Barley Flour.
Spread made from: Margarine (Palm Oil, Water, Soybean Oil, Salt, Natural Flavor (Milk), Soy Lecithin, Beta Carotene for Color, Vitamin A Palmitate added), Soybean Oil, contains 2 percent or less of: Dehydrated Garlic , Water, Garlic Extract, Dehydrated Parsley, Salt, Soy Lecithin, Annatto and Turmeric Extracts for Color.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
030000065310,266,35262,00030000065310,94380cf0-533c-11e1-a5a0-005056957023,1,The Quaker Oats Company,The Quaker Oats Company,Cap'n Crunch,Cap'n Crunch Cereal,,,To open lift tab carefully.,,"Corn Flour, Sugar, Oat Flour, Brown Sugar, Coconut Oil, Salt, Niacinamide*, Yellow 5, Reduced Iron, Zinc Oxide, Yellow 6, Thiamin Mononitrate*, BHT (a preservative), Pyridoxine Hydrochloride*, Riboflavin*, Folic Acid*.
*One of the B vitamins.",,,,,,,,,,,,,,,,,,,,,,,,,"1,13",Y,,
071300000175,267,48675,00071300000175,c984d130-9ea6-11e1-a291-005056ab0051,1,New World Pasta Company,New World Pasta Company,Ronzoni,Ronzoni Enriched Macaroni Product Linguine,,,"Simply perfect pasta.
Sept 1: select number of portions.
Portion - Pasta - water - salt.
1. 1/4 box - 2 qt. - 1 tsp.
2. 1/2 box - 3 qt. - 2 tsp.
4. Full box - 5 qt. - 1 tbsp.
Step 2 pick your time/firmness.
8 minutes al dente.
9 minutes firm.
10 minutes tender.
Step 3: Cooking directions:
1. Bring water to a rapid boil. To add flavor and reduce stickiness, add salt.
2. Add pasta and stir; return to rapid boil.
3. Cook uncovered, stirring occasionally.
4. Drain well. Serve as desired.
Maintaining perfect pasta:
To keep cooked pasta fresh for later use, toss with a small amount of olive oil or sauce, and refrigerate.",,Semolina (Wheat); Durum Flour (Wheat); Niacin; Iron (Ferrous Sulfate); Thiamin Mononitrate; Riboflavin; Folic Acid.,,,,,,,,,,,,,,,,,,,,,,,,,1,,,America
038000405006,268,19922,00038000405006,52e0dfe0-58cb-11e1-8be4-005056957023,1,Kellogg Company,Kellogg Sales Co.,Eggo,Kellogg's Eggo Chocolate Chip Waffles - 10 CT,,,"Keep frozen. Toast or heat before eating.
Heating directions:
Keep frozen until ready to use.
Toast or heat before eating.
Toaster:
Heat waffles in toaster at lightest or lowest heat setting. Two toastings may be required to heat completely.
Oven:
1. Preheat oven to 400 degrees - 450 degrees F.
2. Place waffles flat on baking sheet in oven for about 5 minutes or until crispy and hot.
Toasting should be supervised:
1. Toaster heating capabilities vary.
Please refer to manufacturer's instructions.
2. Attend toaster while heating.
3. An adult should supervise heating by children.",,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Water, Sugar, Vegetable Oil (Soybean, Palm and Palm Kernel Oil), Eggs, contains two percent or less of Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Cocoa, Calcium Carbonate, Salt, Molasses, Dextrose, Natural and Artificial Flavors, Soy Lecithin, Chocolate, Nonfat Milk, Vitamin A Palmitate, Reduced Iron, Niacinamide, Vitamin B12, Pyridoxine Hydrochloride (Vitamin B6), Thiamin Hydrochloride (Vitamin B1), Riboflavin (Vitamin B2).",,,,,,,,,,,,,,,,,,,,,,,,,"1,13",,,
042800005830,269,17002,00042800005830,4713b440-6f86-11e1-a10c-005056ab0051,1,"General Mills, Inc.","General Mills Sales, Inc.",Totino's,Totino's Pepperoni Pizza Rolls - 15 CT,,,"Directions: Keep Frozen.
Cook Thoroughly.
For food safety and quality, follow cooking directions. Cook thoroughly to at least 160 degrees F. Keep frozen until ready to cook. Refrigerate leftovers.
Directions: Oven & Toaster Oven.
Do not leave toaster oven unattended while cooking product.
1. Heat oven to 425 degrees F. Arrange rolls 1 inch apart in single layer on cookie sheet or toaster oven tray. Place on middle oven rack.
2. Bake 8 to 9 minutes in oven (9 to 10 minutes in toaster oven) or until crispy and sizzling.
3. Let stand 2 minutes to complete cooking. Filling will be very hot. Be cautious on first bite.
Microwave:
Do not leave microwave unattended while cooking product.
1. Arrange 6 rolls in circle on microwavable plate.
2. Microwave on high 55 to 65 seconds. If not thoroughly cooked, rotate plate 1/4 turn; microwave up to 10 seconds longer.
3. Let stand 2 minutes to complete cooking. Filling will be very hot. Be cautious on first bite.
Directions developed for 1000-watt microwave ovens. Due to differences in microwave ovens, cooking times may vary.",,"Enriched Flour, (Wheat Flour Niacin, Ferrous Sulfate Thiamin Mononitrate Riboflavin Folic Acid) Tomato Puree (Water, Tomato Pastel), Pepperoni Pizza Topping (Pepperoni Made With Pork Chicken And Beef [Pork, Mechanically Separated Chicken, Beef, Salt, Spice, Dextrose, Oleoresin of Paprika Sodium Ascorbate, Garlic Powder, Sodium Nitrite, Lactic Acid Starter Culture, BHA and BHT and Citric Acid Added to Protect Flavor], Water, Soy Protein Isolate), Water, Mozzarella Cheese Substitute (Water, Palm Oil, Rennet Casein, Modified Corn Starch, Soybean Oil, Potato Starch, Sodium Aluminum,
Phosphate, Vital Wheat Gluten, Salt, Potassium Chloride, Citric Acid, Potassium Sorbate [Preservative], Sodium Citrate, Titanium Dioxide [Artificial Color], Maltodextrin, Magnesium Oxide, Zinc Oxide, Riboflavin, Vitamin A Palmitate, Vitamin B12), Oil Blend (Canola, Soybean Inc of Partially Hydrogenated soybean oil), Cooked Pizza Topping with Pepperoni Seasoning (Pork Mechanically  Separated Chicken, Water, Isolated Soy Protein, Beef, Salt, Spice, Dextrose, Natural Flavor, Oleoresin of Paprika, Lactic Acid Starter Culture, Sodium Ascorbate (Preservative), Garlic Powder, Sodium Nitrite, BHA and BHT and Citric Acid added to Protect Flavor) Contains less than 2% of: Modified Corn Starch, Rehydrated Pasteurized Process Mozzarella Cheese (Water, Nonfat Milk, Cheese Cultures, Salt, Enzymes, Citric Acid, Vitamin A Palmitate, Vitamin B6, Sodium Aluminum Phosphate, Sodium Citrate, Sodium Phosphate), Salt, Sugar, Dried Whey, Defatted Soy Flour, Dried Onion, Spice, Methylcellulose, Rehydrated Enzyme Modified Cheese (Water, Milk, Cheese Cultures, Salt, Enzymes), Dextrose, Maltodextrin Natural Flavor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196010220,270,39290,00041196010220,a4e93960-b874-11e0-975d-005056957023,1,"General Mills, Inc.",Progresso Foods,Progresso,Progresso Vegetable Classics Lentil Soup,,,"Ready to serve. Do not add water.
Stove-top: heat in saucepan.
Microwave: heat in covered microwavable bowl on high 2-4 min. Careful-leave in microwave 1 min; stir. Refrigerate leftovers.
Better if used by date on can end.
1. Lift tab to rim.
2. Pull up & back slowly.",,"Water, Lentils, Celery, Tomato Paste, Modified Food Starch, Spinach. Contains less than 1% of: Salt, Soybean Oil, Sugar, Natural Flavor.",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
076808280746,271,93144,00076808280746,b7cf7170-9d56-11e2-b0b3-005056ab0051,1,Barilla America,,Barilla,Barilla Ziti,,,"Get the best from your pasta, cooking the Italian way.
1. Bring 4-6 quarts of water to a boil. Add salt to taste.
2. Add pasta to boiling water.
3. For authentic ""al dente"" pasta, boil for 10 minutes, stirring occasionally. For more tender pasta, boil an additional minute.
4. Drain well and serve immediately with your favorite Barilla sauce.",,"Semolina (Wheat), Durum Flour, Niacin, Iron (Ferrous Sulfate), Thiamine Mononitrate, Riboflavin, Folic Acid.",Folate--30%,,,,,,,,,,,Shelf Stable,,,,Y,,,,,,,,,1,Y,,U.S.A.
050000160112,272,50575,00050000160112,d41c4c60-6222-11e1-a73b-005056957023,1,Nestle USA Inc.,"Nestle USA, Inc.",Carnation,Nestle Carnation Fat Free Evaporated Milk,,,"Shake well.
Refrigerate after opening. As with any fresh milk, use within a few days.",,"Nonfat Milk, Dipotassium Phosphate, Vitamin A Palmitate, Vitamin D3.",,,,Y,,,,,,,,,,Y,,,,,,,,,,,"1,13",Y,,USA
080000006714,274,23121,00080000006714,5c0ad8e0-58c2-11e1-8be4-005056957023,1,StarKist Co.,Starkist Co.,StarKist,StarKist Chunk White Albacore Tuna in Water,,,,,"White Tuna, Water, Vegetable Broth, Salt, Pyrophosphate.",Selenium-60%.,,,,,,,,,,,,,,,,,,,,,,,,"1,15",Y,,
046704068403,275,7978,00046704068403,1f423f30-71da-11e1-bae2-005056ab0051,1,H.J. Heinz Company,Heinz North America,T.G.I. Friday's,T.G.I. Friday's Cheddar & Bacon Potato Skins,,,"Keep Frozen.
Cook Thoroughly.
How To Get Things Cookin':
For Best Quality and Food Safety, Follow These Preparation Steps:
Keep 'Em Frozen' Til You're Ready.
Cook Thoroughly Before Eating.
Follow Cooking Instructions to Make Sure Your Munchies Have Reached 165 degrees F, as Measured by a Food Thermometer.
Adjustment to Cooking Times May be Required Due to Variations in all Qvens.
Careful, 'Cuz They Will be Hot!.
Conventional Oven:
The Heat is On!
Preheat your oven to a toasty 450 degrees F.
Place frozen potato skins cheese side up on a non-stick baking sheet.
Place baking sheet on center rack of the oven.
Let 'em bake for 12 minutes.
Allow potato skins to stand for a couple of minutes b4 digging in!
Product not intended for microwave preparation.",,"Potato Skins (Potatoes, Soybean Oil, Coating [Modified Potato Starch, Rice Flour, Salt, Yellow Corn Flour, Dextrin, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate), Dextrose, Xanthan Gum]), Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes, Annatto [Color]), Bacon (Cured with Water, Salt, Sugar, Sodium Phosphates, Sodium Erythorbate, Sodium Nitrite), Cheddar Cheese Sauce (Water, Aged Cheddar Cheese [Cultured Milk, Salt, Enzymes, Annatto (Color)], Soybean Oil, Modified Corn Starch, Whey [Milk], Sodium Phosphate, Salt, Cellulose Gum, Mono & Diglycerides, Lactic Acid, Spices, Yeast Extract, Guar Gum, Annatto, Butter Oil, Nonfat Dry Milk), Salt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
027000390238,276,21382,00027000390238,59eb4b40-4cf0-11e1-a2c8-005056957023,1,ConAgra Foods Inc.,,Hunt's,Hunt's Tomato Sauce,,,,,"Tomato Puree (Water, Tomato Paste), Water, less than 2% of: Salt, Citric Acid, Spice, Tomato Fiber, Natural Flavor.",,,,,,,,,,,,,,,,,,,,,,,,,2,Y,,
613008732264,277,91043,00613008732264,af446de0-8671-11e2-900e-005056ab0051,1,Arizona Beverages USA,,Arizona,Arizona Arnold Palmer Lite Half & Half,,,"Shake well.
Refrigerate after opening.",,"Premium Brewed Blend of Black Teas using Filtered Water, High Fructose Corn Syrup (Glucose-Fructose Syrup), Lemon Juice from Concentrate, Pear Juice from Concentrate, Citric Acid, Ascorbic Acid (Vitamin C), Natural Flavors, Sucralose (Splenda® Brand), Acesulfame Potassium, Gum Acacia.",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,Y,,
644209411405,279,75115,00644209411405,879f5fb0-1ebc-11e2-80b6-005056ab0051,1,Pinnacle Foods Group LLC,Pinnacle Foods Group LLC,Duncan Hines,Duncan Hines Classic Cake Mix Butter Golden,,,"You will need. 3 large eggs. 1/2 cup water. 7 tablespoons softened butter.
Baking instructions:
1. Prep 350 degrees F.
Preheat oven to 350 degrees F for metal and glass pans, 325 degrees F for dark or coated pans*.
Grease sides and bottom of each pan with shortening or oil spray.
Flour lightly. (Use baking cups for cupcakes.)
2. Mix.
Blend cake mix, water, softened butter and eggs in a large bowl at low speed until moistened (about 30 seconds).
Beat at medium speed for 4 minutes.
Pour batter in pans and bake immediately.
3. Bake.
Bake following chart below. *Add 3-5 minutes to bake time for dark or coated pans. Cake is done when toothpick inserted in center comes out clean.
Cool in pan on wire rack for 15 minutes. Cool completely before frosting.
Pan size: 2 8-inch, 2 9-inch, 13x9-inch, Bundt®**, 24 cup cakes.
Bake time: 26-31 min, 22-27 min, 26-31 min, 33-36 min, 18-21 min.",,"Sugar, Enriched Bleached Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil Shortening (Partially Hydrogenated Soybean Oil, Propylene Glycol Mono- and Diesters of Fats, Mono- and Diglycerides). Contains 2% or less of: Leavening (Sodium Bicarbonate, Monocalcium Phosphate), Dextrose, Modified Food Starch, Salt, Cellulose Gum, Artificial Flavors, Colored with (Yellow 5 Lake, Red 40 Lake).",,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,,,
881334000467,280,7497,00881334000467,1e7b7bc0-b591-11e1-adb0-005056ab0051,1,Dunkin' Donuts Inc,The J.m. Smucker Company,Dunkin' Donuts,Dunkin' Donuts Coffee Ground Medium Roast Orginal Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
019600045700,281,98549,00019600045700,73b66fe0-ce14-11e2-bbe7-005056ab0051,1,Pinnacle Foods Group LLC,Pinnacle Foods Group LLC,Celeste,Celeste Pizza for One Sausage,,,"Keep frozen.
Simply cook & serve.
Cook thoroughly.
See cooking instructions.
Do not purchase if carton is open or torn. Keep frozen. For food safety and quality, cook to a temperature of 165 degrees F.
Conventional oven directions:
Do not put microwave disk in conventional oven.
1. Place baking sheet on center oven rack; preheat oven to 400 degrees F.
2. Remove frozen pizza from carton; unwrap.
3. Place frozen pizza on preheated baking sheet.
4. Bake 15-17 minutes or until center cheese is melted and edges are golden brown. For extra crisp crust: place frozen pizza directly on center oven rack.
Microwave oven directions:
Cook only 1 product at a time. Do not add additional toppings.
1. Remove frozen pizza and microwave disk from carton; unwrap.
2. Center disk, silver side up, on microwave-safe plate. Place frozen pizza on disk.
3. Microwave on high (see chart below) or enter TrueCook code 1080.
Microwave oven - cook time.
1100 watt - 3 minutes.
700 watt - 5 minutes.
4. Use pot holders to remove plate from microwave. Loosen pizza from disk with spatula.
Caution: disk and pizza will be very hot.
Note: microwave ovens vary. Cooking time may need to be adjusted. Promptly refrigerate any unused portions. This product must be cooked to an internal temperature greater than 165 degrees F prior to eating.",,"Topping: Sauce [Water, Tomato Paste, Seasoning (Salt, Spices, Sugar, Dehydrated Garlic), Flavor Blend (Maltodextrin, Dextrose, Natural Spice Oleoresins), Modified Corn Starch, Xanthan Gum], Imitation Mozzarella Blend [Water, Palm Oil, Modified Potato Starch, Rennet Casein, Modified Corn Starch, Sodium Citrate, Salt, Sodium Phosphate, Natural Flavor, Carrageenan, Lactic Acid, Titanium Dioxide], Mozzarella [Pasteurized Cultured Reduced Fat Milk, Salt, Enzymes], Cooked Sausage Made With Pork-Chicken Added [Pork, Mechanically Separated Chicken, Water, Seasonings (Spices, Salt, Dextrose, Paprika, BHT, TBHQ, Citric Acid)], Crust: Wheat Flour with Malted Barley Flour, Water, Shortening Flake (Palm Oil, Soy Lecithin, Butter Flavor [Cottonseed Oil, Flavor] and Beta Carotene), Soybean Oil, Yeast, High Fructose Corn Syrup, Salt, Fermented Wheat Flour, Cultured Corn Syrup Solids, Dough Conditioner (L-Cysteine Monohydrochloride).",,,,,,,,,,,,Frozen,,,,,,,,,,,,,,,,
