Item UPC,Top 500,ID,UPC,Item Description,Manufacturer,Brand,Distributor,GS1 Category,Pkg Manufacturer,Pkg Manufacturer Address,Pkg Manufacturer Phone,Pkg Manufacturer Email,Pkg Manufacturer URL,Pkg Distributor,Pkg Distributor Address,Pkg Distributor Phone,Pkg Distributor Email,Pkg Distributor URL,Marketing Description,Other Description,Units In Package,Packaging Type,Packaging Size,Package Information,Created,Last Updated
076808501087,320,91019,00076808501087,Barilla Farfalle,Barilla America,Barilla,Barilla America,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,"Bannockburn, IL 60015",1-800-922-7455,,www.barilla.com,,,,,,"Barilla® Farfalle.
""Al dente"" perfection in 11-12 minutes.
Enriched macaroni product.
Est. Parma 1877 - Italy's #1 brand of Pasta™.","Italy's #1 brand of pasta sauce, Barilla®, mushroom & garlic, montanara, all natural, net wt 24 oz (680g).
Sun-ripened tomatoes, imported olive oil, and fragrant herbs, simmered to perfection, for a burst of flavor in every bite.
100% natural.
No preservatives.
Enjoy all the Barilla Sauce recipes for a delicious and easy meal!
For more recipe ideas and to find out more about Barilla, visit us at www.barilla.com.
Try Barilla sauce: simple, natural, delicious.
Call 1-800-922-7455 with any comments or questions.",1,BOX,1.0 LB,,03/06/2013,03/22/2013
044100234774,321,88760,00044100234774,Hood Hoodsie Cups Vanilla And Chocolate Ice Cream - 10 CT,"HP Hood, LLC",Hood,,(10000215) Ice Cream/Ice Novelties (Frozen),,"Lynnfield, MA 01940",,,,,,,,,"Hood® Vanilla Flavored and Chocolate Ice Cream Hoodsie® Cups. 
Now creamier than ever.
Official ice cream of the Boston Red Sox.
10 - 3 fl oz (88.7ml) cups.","Artificial flavor added.
Official dairy of the Boston Red Sox.",1,BAG,3.0 FL OZ,,02/12/2013,02/26/2013
013000798105,322,24912,00013000798105,Heinz Gravy Homestyle Brown with Onions,H.J. Heinz Company,Heinz,Heinz North America,(10000577) Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Frozen),,"Pittsburgh, PA 15222",1-888-GRAVIES,,www.heinz.com,,,,,,"Heinz Homestyle Brown Gravy With Onions.
Taste like homemade.","Heinz.
For great Heinz homestyle gravy recipes and other inquiries, call 1-888-GRAVIES or visit www.heinz.com.
Contains no preservatives.
Heinz EST 1869.",1,JAR,12.0 OZ,,04/27/2012,05/06/2012
052600112751,323,58850,00052600112751,Marshmallow Fluff,"Durkee-Mower, Inc.",Fluff,,(10000187) Confectionery Based Spreads (Shelf Stable),,"Lynn, MA. 01902 U.S.A",,,www.marshmallowfluff.com,,,,,,"Marshmallow Fluff®.
New Inner Seal Shatterproof Container Same Size.","Try a...Fluffernutter.
The delicious sandwich made with marshmallow fluff and peanut butter.
For tips & ideas, visit us at www.marshmallowfluff.com.",1,CONTAINER,7.5 OZ,,03/09/2012,05/07/2012
041196010121,324,13558,00041196010121,Progresso Vegetable Classics Minestrone Soup,"General Mills, Inc.",Progresso,Progresso Foods,(10000262) Soups Prepared (Shelf Stable),,,,,,"Progresso Foods Division, General Mills Cereals, LLC","Minneapolis, MN 55440 USA",1-800-200-9377,,www.progessosoup.com,"Quality foods.
Official product.
Progresso?????????????????????????????????????????????????????? soup.
Vegetable classics.
Minestrone.
Full serving of vegetables**.","**1 serving of vegetables = 1/2 cup based on USDA dietary guidelines for Americans 2005.
Exchanges: 1 starch, 1 vegetable based on American Dietetic Association and American Diabetes Association criteria.
Visit our website at www.progressosoup.com.
100 calories per serving.
Full serving of vegetables*.
Good source of fiber.
Low fat.
No MSG added*. 
*Except that which occurs naturally in yeast extract and hydrolyzed vegetable proteins.
Questions, comments? Save can and call 1&#45;800&#45;200&#45;9377 weekdays 7:30 a.m. to 5:30 p.m. CT. 
??????????????????????????????????????????????????????2010 Pet Incorporated.",1,CAN,19.0 OZ,,07/22/2011,08/05/2011
076301722125,326,57011,00076301722125,Apple & Eve 100% Apple Juice,"Apple & Eve, L.L.P.",Apple & Eve,"Apple & Eve, L.L.P.",(10000223) Juice Drinks Ready to Drink (Shelf Stable),,,,,,Apple & Eve L.L.C.,P.O. Box K Roslyn NY 11576,1-800-969-8018,,www.appleandeve.com,"Apple & Eve&#174; 100% Apple Juice.
No Sugar Added.
120% Vitamin C daily value per serving.
From concentrate and fresh whole apples with other added ingredients.","Our pledge.
This product contains only 100% juice with no sugar, artificial sweeteners, or preservatives added.
Pasteurized. Gluten free.
Be pure. Be fruitful&#174;.
For over 30 years Apple & Eve has nurtured a pretty simple idea: to craft great tasting, healthy, 100% pure juice blends. From day one we decided we'd be the company that let juice be juice-all natural, no sugar added, nothing artificial-a big promise back then, and a promise we've been proud to keep ever since.
For over three generations, families have enjoyed our pure apple juice, produced with honesty, integrity and a whole lotta' love. Pure 100% juice is what we're all about. You know it when you taste it, when every sip says, ""This is the juice, the whole juice and nothin' but the juice."" Apple & Eve.
*Naturally occurring from fruit juice.
Bottled in USA.
Concentrate from USA, Argentina and China.
We'd love to hear from you...
We guarantee your complete satisfaction with this product, and welcome your comments and suggestions. When writing, please include the code number found on the cap or call us weekdays 9am-4pm EST 1.800.969.8018 and visit us at www.appleandeve.com.
&#169;Apple & Eve L.L.C. All rights reserved 2009.",1,BOTTLE,64.0 FL OZ,,08/09/2011,09/18/2011
051000075017,327,144,00051000075017,Pepperidge Farm Puff Pastry Turnovers Apple - 4 CT,"Pepperidge Farm, Inc.",Pepperidge Farm,,(10000245) Pies/Pastries Sweet (Frozen),,"Norwalk, CT 06856",1-888-737-7374,,puffpastry.com,,,,,,"Pepperidge Farm® Puff Pastry Apple Turnovers.
4 apple made with real fruit.","Thank you.
Think about the joys of warm puff pastry... so light and incredibly flaky... indulgently filled with real fruit filling. Then, imagine the delight to your senses, from the just-baked aroma to the light yet satisfying texture. This isn't just a turnover-it's puff pastry heaven.
Thank you for letting us share our passion for baking with you. We value your trust in Pepperidge Farm and promise your satisfaction. Guaranteed.
Satisfaction guaranteed. For questions or comments. Please call 1-888-737-7374.",1,BOX,12.5 OZ,,03/22/2012,07/16/2012
811435002152,328,23893,00811435002152,Chore Boy Copper Ultimate Scrubbers - 2 CT,"Prestige Brands, Inc.",Chore Boy,The Spic and Span Company,(10000397) Household Cleaning/Care Aids,,,,,,Spic and Span Company,"Irvington, NY 10533",,,www.choreboyscrubbers.com,"Chore Boy® Ultimate Scrubbers.
Pure copper won't rust or splinter!
Cleaning power of steel wool!
Quickly removes baked-on foods and burnt-on grease.
2 multi-purpose scrubbers.","Perfect for kitchen, workshop and patio cleanups.
Great on:
Stainless steel, multi-clad, anodized aluminum, copper and glassware.
Also great for:
Tools, lawn furniture, painting cleanups and more.
Question? Comments?
Visit us at: www.choreboyscrubbers.com.
A Prestige Brands Company.
©2010.",1,BOX,1.08 OZ,,02/28/2012,03/11/2012
024321908104,329,80340,00024321908104,Parmalat Whole Milk Vitamin D,Agropur,Parmalat,,(10000026) Milk/Milk Substitutes (Shelf Stable),,"5252 Clay Ave. Grand Rapids, MI 49548",1-888-279-9642,,www.tetrapakusa.com,,,,,,"Parmalat® Whole Milk Vitamin D.
Grade A UHT.
Real®.
One Quart.","Smart choice!
With our special ""aseptic"" packaging, UHT shelf-stable milk tastes like real milk because it is real milk!
This special packaging process locks out light and air, seals in nutrients and flavor, and allows its contents to remain un-refrigerated for months. For those reasons alone, it's been called the packaging of the future.
Flatten box to reduce trash.
Protects What's Good™.
Tetra Brik®.
Aseptic.
Tetra pak.
www.tetrapakusa.com.
If you have any comments, please write to: Schroeder Milk Co. 5252 Clay Ave. Grand Rapids, MI 49548.
A division of Agropur.
1-888-279-9642.",1,CARTON,1.0 QT,,12/10/2012,12/20/2012
031000109059,332,46142,00031000109059,Banquet Meal Salisbury Steak,ConAgra Foods Inc.,Banquet,,(10005767) Beef Prepared/Processed,,"P.O. Box 3768, Dept. B. Omaha, NE 68103-0768 U.S.A",1-800-257-5191,,www.conagrafoods.com/mwcooking,,,,,,"Banquet® Salisbury Steak Meal.
Gravy and Salisbury Steak.
(Made with Chicken, Pork, Beef) with Mashed Potatoes and Corn.
Good Source of Protein.
Inspected for wholesomeness by U.S. Department of Agriculture.","Count on Banquet for delicious food your family will love!
Resealable family pack bag! Banquet®, chicken breast nuggets, white meat chicken.
Banquet®, Chicken Pot Pie, Microwaveable.
Banquet®, Brown 'N Serve, Original, 10 fully cooked Sausage Links.
So Good For So Little.™.
For more information, go to www.conagrafoods.com/mwcooking or call 1-800-257-5191.
Questions or comments, call Mon.-Fri., 9:00 A.M. to 7:00 P.M. (CST) 1-800-257-5191 (except national holidays).
Please have entire package available when you call so we may gather information off the label.
ConAgra Foods®.
Food You Love.",1,BOX,9.5 OZ,,06/14/2012,06/28/2012
041196011210,333,3269,00041196011210,Progresso Traditional Homestyle Chicken with Vegetables & Pearl Pasta Soup,"General Mills, Inc.",Progresso,Progresso Foods,(10000262) Soups Prepared (Shelf Stable),,,,,,"Progresso Foods Division, General Mills Cereals, LLC","Minneapolis, MN 55440 USA",1-800-200-9377,,www.progessosoup.com,"Inspected for wholesomeness by U.S. Department of Agriculture.
Quality foods.
Official product.
Progresso?????????????????? soup.
Traditional.
Homestyle chicken with vegetables &#38; pearl pasta.","100 calories per serving.
Low fat.
No MSG added*.
No artificial flavors. 
*Except that which occurs naturally in yeast extract and hydrolyzed vegetable proteins.
Questions, comments? Save can and call 1&#45;800&#45;200&#45;9377 weekdays 7:30 a.m. to 5:30 p.m. CT.
??????????????????2010 Pet Incorporated.
Exchanges: 1 starch, 1/2 lean meat based on American Dietetic Association and American Diabetes Association criteria.
Visit our website at www.progressosoup.com.",1,CAN,19.0 OZ,,07/29/2011,08/08/2011
041196911169,334,13293,00041196911169,Progresso Traditional Hearty Chicken & Rotini Soup,"General Mills, Inc.",Progresso,Progresso Foods,(10000262) Soups Prepared (Shelf Stable),,,,,,"Progresso Foods Division, General Mills Cereals, LLC","Minneapolis, MN 55440 USA",1-800-200-9377,,www.progessosoup.com,"Progresso&#174; Traditional Hearty Chicken & Rotini Soup.
100 calories per serving.
Inspected for wholesomeness by U.S. Department of Agriculture.
Quality foods.
See nutrition information for sodium content.","Exchanges: 1 starch, 1/2 lean meat based on American Dietetic Association and American Diabetes Association criteria. 
Visit our website at www.progressosoup.com.
Low fat.
No MSG added*.
No artificial flavors.
*Except that which occurs naturally in yeast extract and hydrolyzed vegetable proteins.
Questions, comments? Save can and call 1-800-200-9377 weekdays 7:30 a.m. to 5:30 p.m. CT. Se habla espanol.
&#169;2010 Pet Incorporated.",1,CAN,19.0 OZ,,07/22/2011,08/22/2011
072521049660,335,84662,00072521049660,Vintage Tonic Water,Cott Beverages Inc.,Vintage,,(10000201) Drinks Flavoured Ready to Drink,,"Tampa, FL 33634",1-888-260-3776,,,,,,,,"Vintage® Tonic Water.
Contains quinine.
33.8 fl oz (1 qt 1.8 fl oz) 1 liter.","Very low sodium.
All rights reserved.
CA cash refund.
Questions or comments? Call 1-888-260-3776.
©2012 Cott Beverages Inc.",1,BOTTLE,33.8 FL OZ,,01/14/2013,01/29/2013
042000871259,336,70068,00042000871259,Quilted Northern Ultra Plush Unscented 3-Ply Double Bathroom Tissue Rolls - 12 CT,Georgia-Pacific Consumer Products LP,Quilted Northern,,(10000375) Toilet Paper,,"Atlanta, Georgia 30303-2529",1-800-283-5547,,www.quiltednorthern.com,,,,,,"Quilted Northern® Ultra Plush Unscented Bathroom Tissue.
3 Ply®.
Innerlux Layer™.
The Clean Feeling You Expect, The Gentleness You Want™.
12 double rolls = 24 regular rolls*.
Flushable & septic safe.
12 rolls.
234.6 sq ft (21.8 m2). 176 3-ply sheets per roll. 4.0in x 4.0in (10.16 cm x 10.16 cm).","Ultra regular rolls*.
Double rolls 2x more sheets than a regular roll*.
Mega rolls 2 1/2x more sheets than a regular roll*.
Our longest lasting roll!
*Compared to an ultra regular roll with 88 sheets.
GP.
Georgia-Pacific Consumer Products.
©2011 Georgia-Pacific Consumer Products LP.
All rights reserved. Q Design, Wavy Diamond design, Double Hearts and Flowers Emboss, Quilted Northern Ultra Plush, 3-Ply Design, Innerlux, The Clean Feeling You Expect, The Gentleness You Want and the Georgia-Pacific logo are trademarks and/or copyrights owned by or licensed to Georgia-Pacific Consumer Products LP.
www.quiltednorthern.com.
1-800-2TELLGP, 1-800-283-5547.
Quilted Northern Ultra Plush 12 double roll.",1,PACK,12.0 CT,,09/20/2012,10/01/2012
082657500607,337,13530,00082657500607,Deer Park 100% Natural Spring Water,Nestle Waters North America Inc.,Deer Park,,(10000232) Packaged Water,,"Stamford, CT 06902",1-800-288-8281,,deerparkwater.com,,,,,,"Deer Park&#174; 100% Natural Spring Water.
Contains 16 servings*.
Pure quality EST. 1873.
Deer Park&#174; Born Better&#174;.
Only from carefully selected natural springs.","Sources: Frontier Springs, Located in New Tripoli, PA; Bangor, PA; Stroudsburg, PA; Hegins, PA; South Coventry, PA; Pine Grove, PA; Newmanstown, PA and/or Oakland, MD.
&#169;2010.
*16-8 oz servings.
Questions? Comments? Call 1-800-288-8281.
Deerparkwater.com.",1,JUG,128.0 FL OZ,,08/22/2011,08/24/2012
076800000113,338,104693,00076800000113,Lender's Original Pre-Sliced Bagels Plain - 6 CT,Pinnacle Foods Group LLC,Lender's,"Pinnacle Foods Group, LLC.",(10000163) Bread (Frozen),,,,,,Pinnacle Foods Group LLC,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.lendersbagels.com,"Original Lender's® Plain Pre-Sliced Bagels.
America's favorite bagel.
No trans fat.
No preservatives.
No cholesterol.
Plain. Plain. Plain.","Start your day right with a delicious Lander's original recipe bagel... the perfect size for a light appetite or for noshing!
Lender's has been dedicated to delivering bagel perfection for over 75 years. With lots of chutzpah (relentless passion) plus a family recipe, Lander's bagels are made the authentic way-boiled and then hearth-baked. Our bagels are always crunchy on the outside and chewy on the inside.
Lender's 'fresh lock' system immediately freezes bagels after baking which guarantees fresh baked quality right from your freezer.
Lander's every bagel should be this good!
Lender's bagels are baked in a nut-free environment and this product contains no milk or eggs.
Exchange: 2 carbohydrates exchange calculations based on exchange lists for meal planning, ©2003, American Diabetes Association, Inc., and The American Dietetic Association.
Questions or comments? 1-800-768-6287.
www.lendersbagels.com.",1,BAG,12.0 OZ,,07/08/2013,07/26/2013
036200013694,339,16039,00036200013694,Ragu Cheesy Classic Alfredo Sauce,Unilever Bestfoods North America,Ragu,Unilever,(10000057) Sauces Cooking (Shelf Stable),,"Englewood Cliffs, NJ 07632, USA",1-800-328-7248,,www.ragu.com,,,,,,"Cheesy Ragu® Classic Alfredo Sauce.
Made with Real Cheese.
Great on Veggies.","©Unilever.
Questions & comments: please call us toll free: 1-800-EAT-RAGU (1-800-328-7248), or visit www.ragu.com.
These smooth and creamy sauces are great over pasta, vegetables and chicken.",1,JAR,16.0 OZ,,02/16/2012,03/19/2012
019600045007,340,44663,00019600045007,Celeste Pizza For One Vegetable,Pinnacle Foods Group LLC,Celeste,Pinnacle Foods Group LLC,(10000248) Pies/Pastries/Pizzas/Quiches Savoury (Frozen),,,,,,Pinnacle Foods Group LLC,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.celeste-pizza.com,"Celeste?? Pizza For One??? Vegetable.
Authentic Italian since 1930.
Vegetable with green & red peppers, mushrooms, onions & olives.
Microwaves in minutes.
Truecookplus??.","Celeste?? pizza for one??? brings generations of authentic Italian taste and quality. Savor every bite with mama's zesty sauce, bursting with the flavor of plump tomatoes and just the right amount of spices and popular toppings. Celeste pizza for one...
Try these other delicious varieties.
Celeste??, pizza for one???, original.
Celeste??, pizza for one???, pepperoni.
Questions or comments? 1-800-768-6287.
www.celeste-pizza.com.",1,BOX,5.6 OZ,,05/23/2012,06/05/2012
049200042014,341,134212,00049200042014,Domino Sugar,"Domino Foods, Inc.",Domino,"Domino Foods, Inc.",(10000043) Sugar/Sugar Substitutes (Shelf Stable),,,,,,"Domino Foods, Inc","Yonkers, NY 10705",1-800-729-4840,,www.dominosugar.com,"Domino® Sugar.
""We'll always be your sugar!""
Sugar premium pure cane granulated.
Over 100 years.","Sugar, the Natural Sweetener. (15 calories per teaspoon.).
Sugar is a 100% natural simple carbohydrate. Carbohydrates are an important part of any balanced diet. Sugar contains no fat or cholesterol and has 15 calories per teaspoon.
Contains: approximately 2 1/4 cups.
Questions or comments?
Call: 1-800-729-4840.
www.dominosugar.com.",1,BOX,1.0 LB,,12/31/2013,01/17/2014
